lead1,lead2,time
0.08735088091730939,0.0339981761830124,0.615
0.14130514925831344,0.000549426717655487,0.62
0.16959024371185766,-0.06734068985584427,0.625
0.18091792079091,-0.20217599496273655,0.63
0.186291624894388,-0.30748676092733007,0.635
0.13653633039557223,-0.2693311962993046,0.64
0.05127373171182502,-0.16530578446105748,0.645
-0.004940003655602719,-0.10374007676765677,0.65
-0.04183147867947528,-0.029577314529778697,0.655
-0.0664688538621112,0.08323646850448506,0.66
-0.05678000224468629,0.1417549131036029,0.665
-0.04418027260956393,0.13895927982032352,0.67
-0.04317131075802955,0.13987266762005932,0.675
-0.024745639706941307,0.1367469849956798,0.68
-0.017745183999410802,0.1255667023883226,0.685
-0.0378913141360304,0.1292586133099855,0.69
-0.03252619705763308,0.11377585756478627,0.695
-0.02104530806010415,0.07425640301342758,0.7
-0.05184421374402696,0.06468730328382884,0.705
-0.07095494076345912,0.07196402088900956,0.71
-0.05641926582711378,0.06506035073373624,0.715
-0.06314553779525894,0.06863782524557063,0.72
-0.06819253450898063,0.06437820111314564,0.725
-0.04653453610846084,0.032413031929276796,0.73
-0.057723448687282304,0.0337373144903049,0.735
-0.08449558872413693,0.06114221108737307,0.74
-0.06723917218950795,0.039375362887272586,0.745
-0.06365193907489952,0.011656439261231557,0.75
-0.10121150897941317,0.03534979247046306,0.755
-0.100337277428652,0.04860057591708521,0.76
-0.06824037695313491,0.03453544198367091,0.765
-0.06961298909972205,0.041472907074177404,0.77
-0.07904005848964328,0.04446003290042434,0.775
-0.07601320412419073,0.03153676762222749,0.78
-0.08280863823596266,0.04212126188968337,0.785
-0.07671361142350011,0.04650923134404989,0.79
-0.05709632315014099,0.02652113859092573,0.795
-0.06449153626539296,0.03772362035200282,0.8
-0.07258886684909359,0.05993591221413022,0.805
-0.05034314960970976,0.04655184190670587,0.81
-0.03273552829901344,0.047869884290831506,0.815
-0.02233616812953268,0.06706346267659975,0.82
-0.0012495055679276688,0.0463485722649432,0.825
0.0047176093702670134,0.030116933068336314,0.83
0.00733985540430379,0.05168451360915651,0.835
0.03614134678494301,0.044947685917584426,0.84
0.049832607681904485,0.02892365981647798,0.845
0.04038963561152141,0.06378862004460416,0.85
0.0621606315147169,0.08442014586986175,0.855
0.09237603424674991,0.05796625633345987,0.86
0.08734801968849361,0.06068170652536064,0.865
0.08632149713697622,0.0895723901930481,0.87
0.09907324603874215,0.08864792821253559,0.875
0.09002431512516319,0.07488169377333112,0.88
0.08486961397395287,0.06225065329582446,0.885
0.09626621882871059,0.04849261569991379,0.89
0.08014880912610307,0.057401254912501073,0.895
0.05434004021162974,0.05928004386723247,0.9
0.059840734876982,0.021149674505737168,0.905
0.06091220625811802,0.004841868786268845,0.91
0.037446715118786826,0.027683471393668783,0.915
0.02192813114276004,0.0253256017566908,0.92
0.009763444526367631,0.014629233882656767,0.925
-0.01094110724870439,0.03155984871645793,0.93
-0.020133271007788302,0.028245697288080275,0.935
-0.027119481144495396,0.007880301406550399,0.94
-0.04525853813444139,0.018813123713451962,0.945
-0.04820623000372451,0.02350021398327722,0.95
-0.03936816970284568,0.004179787061186683,0.955
-0.04984905773897461,0.015463518335836793,0.96
-0.06592883346499653,0.036966033587824305,0.965
-0.0690956925200926,0.021287289863532656,0.97
-0.0723396175980413,0.008640794596901213,0.975
-0.07334699773813479,0.0191629888615092,0.98
-0.0689616739922506,0.020330488948242628,0.985
-0.07648196704016545,0.023306146312050267,0.99
-0.08403913246305043,0.03777819652642942,0.995
-0.0700194223812363,0.04020287503429394,1.0
-0.05772204679715655,0.042010338364551474,1.005
-0.06575363174454307,0.049676407207518425,1.01
-0.07380135679961981,0.03997854371384178,1.015
-0.07319673309910793,0.03507262789194768,1.02
-0.0691600511784379,0.05434004021162972,1.025
-0.05520380339156734,0.06173067427291246,1.03
-0.03753101454946318,0.06046390061334188,1.035
-0.03012422838118948,0.07709564577385493,1.04
-0.023736671245179954,0.0782376390830495,1.045
-0.01052542742582583,0.059531618312131634,1.05
-0.0012493535399528723,0.06828224673178367,1.055
0.0037366264188356136,0.08514793168584138,1.06
0.011342929465114265,0.07688762396592926,1.065
0.01534514088239473,0.08084307860637552,1.07
0.01276719539418356,0.10002419592482724,1.075
0.009683537227799298,0.09272873105752562,1.08
0.004314657095270383,0.08264493344066035,1.085
-0.003972767724980484,0.09894273720676017,1.09
-0.0052074588662262365,0.10443424536000424,1.095
0.0001853483863787999,0.08697064890103513,1.1
-0.0028350435262554344,0.0769841779148185,1.105
-0.017023105443192427,0.0713441066447163,1.11
-0.027812829229954556,0.05704814780435168,1.115
-0.029897289315794908,0.04867170819561775,1.12
-0.03556956315493618,0.05246141489906889,1.125
-0.05000417832922327,0.05687597607488735,1.13
-0.05975250258489799,0.05339341877706158,1.135
-0.05681321614475937,0.04322130154147144,1.14
-0.053258799252788,0.03714358495080519,1.145
-0.05928004386723248,0.03458002558921895,1.15
-0.06738175642601352,0.02255708947020019,1.155
-0.0692260234535442,0.012084221668967155,1.16
-0.06895343128344457,0.018496919922849277,1.165
-0.07310430904763576,0.023528434955082906,1.17
-0.08229623674805646,0.01805837021171521,1.175
-0.09228312584422654,0.02171353588754907,1.18
-0.0936535391859007,0.033965476631254155,1.185
-0.08080676530363466,0.040200891714210166,1.19
-0.06610509158777171,0.043365319081639105,1.195
-0.06702257724231532,0.045181050873137875,1.2
-0.07982471978627802,0.04447397558684773,1.205
-0.08611515178430537,0.04733369343207625,1.21
-0.07933416823516407,0.05070460840732894,1.215
-0.06956070619784538,0.05392529665210456,1.22
-0.06769819612260589,0.06255903641097853,1.225
-0.06892479483904919,0.06163223639949613,1.23
-0.05796775495240748,0.0500881861993049,1.235
-0.03813763947587103,0.0569972941722765,1.24
-0.028630116417079975,0.07101719094605302,1.245
-0.02663628344977365,0.06564968253822465,1.25
-0.0177366059969324,0.07083195091020476,1.255
-0.009214077468641925,0.09023396670411428,1.26
-0.004380010581248134,0.07661039894277988,1.265
0.007620968121658571,0.057542868142606673,1.27
0.014820010966808125,0.08398006214524593,1.275
0.010668936915866152,0.1060344721361374,1.28
0.02448645055706913,0.08960979456364636,1.285
0.052219077570334865,0.08694160896857757,1.29
0.05490415766581033,0.10672743224068779,1.295
0.050352134648771,0.1244146228488304,1.3
0.07217575831209416,0.149033478339569,1.305
0.09256727258563531,0.14241201407971918,1.31
0.10131016834388042,0.07456606573575775,1.315
0.13213553512990495,0.025926153891974058,1.32
0.17079522770350372,-0.001783208628597445,1.325
0.18842870373299592,-0.13553537245208128,1.33
0.19715317177954275,-0.32813239972977243,1.335
0.17247903890420774,-0.3856370563541677,1.34
0.08104049145087515,-0.30746551838244596,1.345
-0.01771684096238193,-0.21564164695500082,1.35
-0.0688680869181242,-0.12004195191780016,1.355
-0.09925971773603809,-0.029922265537008722,1.36
-0.10951060097440315,-0.006517667549217895,1.365
-0.08781090391705904,-0.006527666605376141,1.37
-0.0864436609565124,0.03531629778808677,1.375
-0.10780365230727389,0.06159503221325773,1.38
-0.08923623427907375,0.03524623818919937,1.385
-0.06110838940822402,0.017227866717523906,1.39
-0.0785522421291799,0.02565756089754901,1.395
-0.0889200658008487,0.029640021933616274,1.4
-0.06738743709717711,0.03462680020658199,1.405
-0.0701722763243295,0.0408774413788794,1.41
-0.0842790232016638,0.031336409345221805,1.415
-0.07189573917531797,0.024075058628163847,1.42
-0.07350315361199905,0.03341637241082647,1.425
-0.09009070141551839,0.04265815121573142,1.43
-0.06766192115748534,0.05158554091580285,1.435
-0.036306174075426766,0.05974441540076528,1.44
-0.04115390247111125,0.04988029160828139,1.445
-0.040440591959551006,0.0424946040716245,1.45
-0.018611688777315782,0.060591594228193886,1.455
-0.013362809376565218,0.06516120802696287,1.46
-0.012717804120219962,0.04266049421088301,1.465
-0.000502778974105185,0.04759324804295231,1.47
-0.002078992653816966,0.08067867754917468,1.475
-0.0016054638855478422,0.08680093217793959,1.48
0.02489580571127033,0.07814013993630395,1.485
0.03443033341163074,0.09275244000729206,1.49
0.015175234345658758,0.1041431693506594,1.495
0.018270451645370396,0.09544533169221849,1.5
0.03453370967951775,0.09740155915735083,1.505
0.02201643483674258,0.1033381020591952,1.51
0.010549777867674968,0.08501249351027734,1.515
0.022942420200331527,0.06514215638942497,1.52
0.01976001462241084,0.0642200475228351,1.525
0.003160961192910445,0.05817127361033754,1.53
0.012401736368541342,0.04379394005064845,1.535
0.025145436490998735,0.04360961137049646,1.54
0.010615004202826723,0.04706841918222044,1.545
-0.0012258138471763923,0.03380845066041538,1.55
0.00422679113562221,0.017055105616052415,1.555
0.0011278804024247387,0.013197967455881473,1.56
-0.005062600662408703,0.014929462802715386,1.565
0.0023902774853618376,0.011925689780019209,1.57
0.0037361686980681196,0.007468085188823103,1.575
-0.005258660247333464,0.010284914784359877,1.58
0.0013137610358427718,0.015887627496309863,1.585
0.016504274025091317,0.010362890519836122,1.59
0.01537511128901453,0.0002890569474252809,1.595
0.006952245526386659,0.002087284690757456,1.6
0.0043358715389350535,0.004424914880803513,1.605
0.0008316572287005358,-0.0038285396206301264,1.61
-0.0015994279400523266,-0.0007534087702910518,1.615
0.0004031765191837753,0.02044575401018719,1.62
-0.002815482586511846,0.033706953558818364,1.625
-0.007961218107976946,0.03524428281356948,1.63
-0.004089532496641832,0.040344476960494646,1.635
0.0005308626045492059,0.04424323846514551,1.64
-0.002191009047259945,0.04582867733394085,1.645
-0.004940003655602672,0.05434004021162975,1.65
-0.003041703757267441,0.05776820432731043,1.655
0.003200237912677366,0.05227283941731518,1.66
0.009590487119805237,0.06169398390022769,1.665
0.007644606948187508,0.08090775911665411,1.67
0.005429476791429761,0.08237415170482705,1.675
0.016251575315711517,0.07808709485811133,1.68
0.026181084633023818,0.08444296607183435,1.685
0.02393122615898541,0.08233007029894394,1.69
0.023598266988243546,0.07348650752281681,1.695
0.024827656604101214,0.08011363888281985,1.7
0.019434196551618838,0.08348232312068936,1.705
0.018987957186341633,0.06624315625240113,1.71
0.016994147051274326,0.058780154395059084,1.715
0.0008920837041089018,0.0687498691075617,1.72
0.0009858344804709418,0.06451085120956562,1.725
0.022056337706238428,0.049292845736818046,1.73
0.01501576169180217,0.044743041826392764,1.735
-0.008962247218397652,0.04031531799338765,1.74
5.125743999725627e-05,0.0338131329563849,1.745
0.00963515452057838,0.03825330577975148,1.75
-0.011263531004578744,0.03540365221312516,1.755
-0.012828517666365627,0.017924717971272562,1.76
0.005730561120769135,0.020285515607157502,1.765
-0.004590605619370302,0.041611994773503594,1.77
-0.004940003655602686,0.04940003655602701,1.775
0.04581328926614493,0.05986413108622883,1.78
0.08556759378966404,0.08358471236412347,1.785
0.08825699591280983,0.0738164453480486,1.79
0.10958832266284237,0.02995874273978857,1.795
0.14998487685833128,-0.006250431065360592,1.8
0.17074168316002805,-0.08057459578871566,1.805
0.174631648932421,-0.23622441052100285,1.81
0.14944100597778642,-0.3587051535156456,1.815
0.0736034305556916,-0.3339439961737098,1.82
-0.010344153957932811,-0.2281691697652758,1.825
-0.06175330349029249,-0.14387963953129454,1.83
-0.09646757551515027,-0.07804643080740664,1.835
-0.11291845657398315,-0.013381058749882985,1.84
-0.09556325222313183,0.02806264516065364,1.845
-0.07341657407687081,0.0443837168991611,1.85
-0.06841968291490763,0.05138662518143713,1.855
-0.06167190659538804,0.05389268822563761,1.86
-0.04812380211219247,0.05842400469208938,1.865
-0.036734728971275464,0.0657778516466567,1.87
-0.023694625908011312,0.06841670766092023,1.875
-0.014561883172141053,0.07385512718107554,1.88
-0.014935513672502697,0.08505548557351272,1.885
-0.010059895489384492,0.08197482448134566,1.89
0.0012015053108953883,0.0621469973492699,1.895
0.004940003655602739,0.04940003655602698,1.9
0.005048168987744277,0.051478065687997156,1.905
0.003110957920186416,0.055371475170688335,1.91
-0.00831630126118466,0.05067173193011073,1.915
-0.014670891873351338,0.03916938706647054,1.92
-0.00713277942010005,0.03461028420320992,1.925
-0.007316931209838039,0.039191732037978835,1.93
-0.0189859291725261,0.034689186461969404,1.935
-0.02544350701542971,0.023183911056774077,1.94
-0.031310391266236436,0.02584724539102899,1.945
-0.038205959731809847,0.03362383107142011,1.95
-0.03413909140054583,0.029177851481195886,1.955
-0.03350930477764282,0.026579502677913102,1.96
-0.04626445274961664,0.03338228840653426,1.965
-0.04530104542957261,0.03483026578990595,1.97
-0.030656602967583546,0.02754008503802453,1.975
-0.03288810051245367,0.01391331204466146,1.98
-0.040080447392932136,0.0006261713590679739,1.985
-0.03223543725272236,0.0075327710759914525,1.99
-0.03089014770315062,0.0215048199862995,1.995
-0.03618374406311303,0.01034891452458536,2.0
-0.025660352543202987,0.0033308837371546457,2.005
-0.020425875835509564,0.028036250259878052,2.01
-0.03078716439686038,0.029731662273977277,2.015
-0.017979693479493214,-0.006513364982210682,2.02
0.009880007311205393,-0.009880007311205329,2.025
0.007882468119709446,0.017813663589224368,2.03
-0.0015118752685944225,0.011786189888233788,2.035
0.01275276964791887,-0.009074535433547297,2.04
0.0195538974996395,-0.0046252865929700335,2.045
0.01414260941825108,-0.00028562987440724423,2.05
0.025780877226024505,-0.001734477785257182,2.055
0.032915220403966675,0.00843046987346169,2.06
0.023704766216773386,0.008381337483380139,2.065
0.04080295099987341,0.004122550838395732,2.07
0.07162494218083353,0.026993747972003164,2.075
0.06255943945981239,0.03894540288098372,2.08
0.03978954174350572,0.0173375216283619,2.085
0.044944924737382125,0.027359772398322244,2.09
0.04974139756399,0.07212201855045372,2.095
0.0428384651154182,0.07436194875313708,2.1
0.04719272841697672,0.044160192421710466,2.105
0.0432319147886994,0.04210176042486129,2.11
0.020308061669631103,0.051552859071050644,2.115
0.017051593137310844,0.048469613002330776,2.12
0.02983147177885508,0.05216973669438169,2.125
0.018823915801419518,0.05372619992682102,2.13
-0.0017197165456321582,0.03702313818644378,2.135
-0.00503326443365251,0.022772093362888348,2.14
-0.007914046678336695,0.015503357433192425,2.145
-0.019760014622410803,0.004940003655602739,2.15
-0.02975660135531184,0.005210112440038001,2.155
-0.038113834460618175,0.01108256158670984,2.16
-0.04017748088395166,-0.0023201187774366987,2.165
-0.03201079491098115,-0.017637490982649023,2.17
-0.031083042488783495,-0.010928273174977046,2.175
-0.041859052792373876,-0.000765777910016978,2.18
-0.04993174256383903,-0.00013137599765233301,2.185
-0.05532862815292388,6.753688032064952e-05,2.19
-0.05659177669167561,-0.0026852411128374127,2.195
-0.04984068338897256,-0.007599109961512642,2.2
-0.05532472223936203,-0.004557765263031722,2.205
-0.07270476841709092,-2.9780054935615553e-06,2.21
-0.06776500014817344,-0.000637306366900345,2.215
-0.04995402888519619,-0.00011586465938585053,2.22
-0.05153067551056588,0.002018384963846579,2.225
-0.05243825124048484,0.008228822304002422,2.23
-0.04050883946127923,0.018906054494164378,2.235
-0.04527210794870792,0.013652259648034825,2.24
-0.05484179088042669,-0.0028041073444206167,2.245
-0.04321194137743099,0.009610642848483812,2.25
-0.04007193392432757,0.039534354357312514,2.255
-0.04967991547039798,0.03720000098943801,2.26
-0.03239553952913828,0.017099774139545512,2.265
-0.010420931567000257,0.018369784697579217,2.27
-0.019760014622410775,0.024700018278013547,2.275
-0.021636588896944257,0.024215697301622627,2.28
-0.0005589652504036551,0.037332872011503995,2.285
0.0013945160745029977,0.04957793026469081,2.29
-0.00626049557679975,0.03961633311664533,2.295
0.0038368186934262067,0.036655887989252525,2.3
0.00031228790618214436,0.05816003175420172,2.305
-0.020447722276787372,0.07711752743809336,2.31
-0.016917393347112075,0.08549098599526185,2.315
-0.00382515867782717,0.0956174469453932,2.32
-0.012764921130254653,0.10081840307372357,2.325
-0.019639511735889504,0.09870632664342652,2.33
-0.014366573623379042,0.10099936216703255,2.335
-0.017983021561099,0.1060069113213009,2.34
-0.020081037319098133,0.1085564995924572,2.345
-0.013669123650744444,0.10880231544549486,2.35
-0.017633665729762465,0.0977828721612972,2.355
-0.017570014353974015,0.07731700342529982,2.36
0.0033792602622071226,0.06606306507872466,2.365
0.01555544395203679,0.0638258834852389,2.37
0.012982287560319954,0.06552708130783558,2.375
0.02732907090102419,0.08358975414829745,2.38
0.052058933991257966,0.09873060849571987,2.385
0.06932358289707052,0.06695991218952725,2.39
0.09688787147650782,0.001510979455643985,2.395
0.13338009870127304,-0.06422004752283514,2.4
0.1537253999164012,-0.15883327717638743,2.405
0.1591292406017067,-0.28990533325658874,2.41
0.14334683215535127,-0.37253444856413614,2.415
0.08088527658154057,-0.3533384335661551,2.42
-0.007114327107910819,-0.28292293972169913,2.425
-0.07278170929784467,-0.20760874804160598,2.43
-0.10794767700253766,-0.12450862926525567,2.435
-0.11846965327512075,-0.04640750851511925,2.44
-0.10527078677191606,0.0033872384608915583,2.445
-0.09266663501430622,0.02710003217554116,2.45
-0.09393465196707959,0.029132283673551276,2.455
-0.08517441363888031,0.01525821702452486,2.46
-0.06268440374612354,0.008896329214686074,2.465
-0.04976511922874329,0.01456334637341668,2.47
-0.044650571357731546,0.013072718427526398,2.475
-0.03617936571150107,0.010087454916720778,2.48
-0.030355450657632226,0.021596833593915208,2.485
-0.02522521379979106,0.036423805005151313,2.49
-0.01880337454834752,0.04745116144811275,2.495
-0.025175197732947158,0.0637409635703132,2.5
-0.03725978676242192,0.07807031252907314,2.505
-0.03331651292928977,0.08484435738078058,2.51
-0.026979651664191504,0.09499899286250839,2.515
-0.036538999408643226,0.098821942411634,2.52
-0.04446003290042432,0.08892006580084866,2.525
-0.04307508214631076,0.09941243739487013,2.53
-0.04713879756457366,0.13208703673492533,2.535
-0.04983369859875883,0.1279201368451799,2.54
-0.04560573012966583,0.0861178949262368,2.545
-0.05378271155811735,0.07782355047526596,2.55
-0.0651046835540551,0.1108274916023967,2.555
-0.051178759733127015,0.13032734775971802,2.56
-0.032755690217413515,0.12730324007192428,2.565
-0.03681827000982477,0.11933089098610232,2.57
-0.03799474076641064,0.09908595349439651,2.575
-0.02388173493648065,0.07271385214205768,2.58
-0.01928788321689449,0.056699495989908644,2.585
-0.016970029284079924,0.03995517585082499,2.59
-0.0009326638487636891,0.020600740132037575,2.595
0.0026122155866003605,0.013630951616592862,2.6
-0.007937566973298768,0.004880123654256834,2.605
0.00482653235371085,-0.012849515171270696,2.61
0.028319983527257783,-0.01286561073261853,2.615
0.027452341831875164,-0.004231103298248171,2.62
0.022650195602335717,-0.015300340382680364,2.625
0.031662618999463925,-0.022716207739733582,2.63
0.03437299958807641,-0.02052711434046444,2.635
0.03580903251333835,-0.047759065679759065,2.64
0.04271578648552555,-0.07435194707172173,2.645
0.02964002193361623,-0.04940003655602702,2.65
0.015043072154026563,-0.030767154204712408,2.655
0.03985478137340442,-0.05916919264985629,2.66
0.06435292450794412,-0.06261538657990887,2.665
0.0469445466786924,-0.03478303572076001,2.67
0.034694084051452724,-0.049244102201223564,2.675
0.05096740117742327,-0.06905997169308235,2.68
0.05496819359522077,-0.028967630489812525,2.685
0.04922601248428742,0.007572381141084305,2.69
0.054563278782694215,-0.0022528704620881123,2.695
0.0461565738342227,0.003428953413970332,2.7
0.02916298701626587,0.03089661299382505,2.705
0.03546879695251022,0.03551214692519775,2.71
0.03547993605294227,0.03879956986258833,2.715
0.006743781258112996,0.05824388531450659,2.72
-0.007742522836789008,0.0663485039634133,2.725
-0.004734532443519499,0.07397190963035277,2.73
-0.020598459445729012,0.09218313339747279,2.735
-0.03402457104833567,0.0876266133182456,2.74
-0.02845459606893678,0.0722352188729413,2.745
-0.04125510987834022,0.08618655723720536,2.75
-0.06106349523595538,0.10483188076098619,2.755
-0.04612068919668135,0.10315173606698308,2.76
-0.030151116161102123,0.10332986797820289,2.765
-0.046112870536758124,0.09865864058581286,2.77
-0.05434004021162976,0.0741000548340406,2.775
-0.04427399448722326,0.059099877516575694,2.78
-0.04867111235622182,0.05926540500842712,2.785
-0.054853066987587004,0.050676284365881515,2.79
-0.047504091813180944,0.04789305558745107,2.795
-0.05363782725686145,0.05603299957097805,2.8
-0.06521519075934189,0.04475405849681576,2.805
-0.0515763560405996,0.030506036379278557,2.81
-0.0393244410525189,0.04271727414874294,2.815
-0.05081868315463063,0.043688066641151324,2.82
-0.0521750147235434,0.01628686202879145,2.825
-0.03897581137108997,0.010674473818445959,2.83
-0.04116728829678688,0.026600619538216394,2.835
-0.042887791022684946,0.013300605156858599,2.84
-0.025785880086731876,-0.009621205984906005,2.845
-0.018063394080443985,0.009276164335045816,2.85
-0.01778213241512285,0.04728213800461659,2.855
0.011419659078251715,0.059675154769431867,2.86
0.05291985290684228,0.05586877814634897,2.865
0.07224464497768922,0.05349998126136016,2.87
0.08941092450459495,0.04162608923923991,2.875
0.12386519329644183,0.013753209225649623,2.88
0.1565611413509655,-0.0384671483695965,2.885
0.17778261044798038,-0.14049462709164998,2.89
0.18111086728310427,-0.26583950238901405,2.895
0.1432601060124785,-0.3161602339585731,2.9
0.07117080299960173,-0.25173332447271696,2.905
0.00020861661437191785,-0.14941506020695847,2.91
-0.057924609176893994,-0.0724781763636128,2.915
-0.09699432063933495,-0.006941038343375194,2.92
-0.10177259209525859,0.04940828880196326,2.925
-0.09026025563676864,0.07260762717230883,2.93
-0.08966476343926977,0.07779196788502979,2.935
-0.08743449372544927,0.09232856133434456,2.94
-0.07603969037455995,0.1068233848278745,2.945
-0.07663102975022569,0.10779834759372525,2.95
-0.08410664559057911,0.10357556180668424,2.955
-0.0764052831550321,0.1051799448066738,2.96
-0.0635379782956791,0.11219943486870301,2.965
-0.059398897535905076,0.10952732352310769,2.97
-0.05648257290110966,0.08847752526134883,2.975
-0.053777737326012334,0.0678442465155617,2.98
-0.05432807548044294,0.05688076507492987,2.985
-0.05350787843732621,0.03748122789532921,2.99
-0.05546524108795173,0.01588615343646933,2.995
-0.0599736620902244,0.01646129080160757,3.0
-0.05210323556395502,0.023761470465371196,3.005
-0.03839334664699088,0.01256671346873586,3.01
-0.040058054701680855,-0.004869609861904412,3.015
-0.04895301959499183,-0.01426144310531828,3.02
-0.04940003655602707,-0.019760014622410848,3.025
-0.04862705083425272,-0.021151385077373342,3.03
-0.04930489664470986,-0.018340714408214557,3.035
-0.04511566512436832,-0.015230708273616925,3.04
-0.041455627859263565,-0.012618459134227477,3.045
